CWMI,MCARI2,mND,MTCI,NDVI,PRI
1.8920245398773,0.7231275977370291,0.424075096631695,2.92571428571429,0.668355855855856,-0.164835164835165
1.8703819661866001,0.695984199636711,0.412658227848101,2.9636363636363594,0.646389994314952,-0.164370982552801
1.89348370927318,0.680766930983427,0.40384615384615397,3.0126582278481,0.6327683615819211,-0.16950672645739903
2.00453074433657,0.714903077508495,0.450868698376531,3.509977827051,0.6728187919463089,-0.164728682170543
1.86472819216182,0.68068758381501,0.39908779931584903,2.8806584362139906,0.630565929330652,-0.16967509025270802
1.8439306358381498,0.678825639136737,0.400696864111498,2.91139240506329,0.6318407960199011,-0.172413793103448
1.93959290873276,0.724712791240097,0.43199766013454205,3.1029411764705896,0.673874926943308,-0.163424124513619
1.952,0.699714646542422,0.431355181576616,3.31292517006803,0.6551116333725029,-0.16814159292035402
1.88866259334691,0.642399965013543,0.3887861983980279,3.06310679611651,0.601567209162146,-0.16541353383458599
1.8855656697009098,0.6907708814555171,0.41238317757009296,3.0235546038543903,0.639602803738318,-0.164673413063477
1.92037786774629,0.6563771889254201,0.405535499398315,3.28780487804878,0.611553197760094,-0.164069660861595
1.9142300194931798,0.666834654783932,0.41459177764910204,3.32250580046404,0.622620062517761,-0.162916291629163
1.9634849455477301,0.6932519931582,0.42589968829696795,3.25324675324675,0.64656381486676,-0.16347031963470302
2.09219330855019,0.71879259415703,0.45613467141469705,3.6128205128205098,0.679495268138801,-0.159192825112108
2.06510067114094,0.725316835222418,0.456145497213259,3.49438202247191,0.6842105263157889,-0.161025641025641
2.04190476190476,0.755874298732643,0.46993318485523405,3.4101010101010094,0.7108768035516091,-0.154845154845155
1.98421717171717,0.727689179970165,0.44725028058361405,3.2798353909465,0.680559440559441,-0.16555023923445
1.86033519553073,0.6979419314325159,0.40421940928270006,2.8343195266272203,0.645345516847516,-0.165765765765766
1.94559099437148,0.71219327138604,0.431578947368421,3.1222444889779597,0.6631284916201121,-0.170055452865065
1.86434108527132,0.657014643101832,0.38551744356493706,2.85869565217391,0.61262050832603,-0.17140238313473902
1.9119537275064298,0.691664585930181,0.4113557358053301,3.00847457627119,0.640787949015064,-0.166051660516605
1.8926253687315602,0.698725858071839,0.41302027748132303,2.93738140417457,0.6481979558902641,-0.164359861591695
1.83547557840617,0.6757641159501729,0.4034883720930229,2.97854077253219,0.624413145539906,-0.17304189435337
1.87817938420348,0.690508811197918,0.398784194528875,2.87719298245614,0.637248934875228,-0.165562913907285
1.9652173913043502,0.706596849510692,0.43571428571428605,3.2751677852349,0.664014146772767,-0.16851664984863798
1.95375,0.713609730053812,0.42960288808664293,3.12525252525253,0.666759388038943,-0.170232558139535
1.9042196918955099,0.70994246407197,0.417698580489278,2.96145610278373,0.658834299664327,-0.166666666666667
2.04090267983075,0.7266901126935041,0.445850046282012,3.30663615560641,0.6791704788045141,-0.159958720330237
2.03086419753086,0.7384074957927829,0.462023416391474,3.45067264573991,0.694369973190349,-0.15644820295983097
2.02564102564103,0.7399226576454828,0.459171597633136,3.39606126914661,0.6951934349355219,-0.158549222797927
1.9768864717879,0.7287374665291929,0.44965640872423107,3.3149779735682796,0.681791044776119,-0.15885947046843202
1.90101694915254,0.6713640929487521,0.4109796784956021,3.21852731591449,0.625224148236701,-0.162616822429907
1.9546351084812599,0.677818322038918,0.41688577271399396,3.31090487238979,0.630751643326665,-0.162454873646209
2.05454545454545,0.7220927310121541,0.45518739815317794,3.5583864118896003,0.6785236694303289,-0.15858208955223901
2.1005291005291,0.7438603642205021,0.46972740315638495,3.54329004329004,0.702656868287168,-0.160493827160494
2.06064601186552,0.7215555131081751,0.452236652236652,3.4591611479028703,0.6792079207920789,-0.163021868787276
2.03396472893534,0.73331246316062,0.4491840824506161,3.29621848739496,0.6878908470721998,-0.160714285714286
2.05870020964361,0.7125618111872258,0.447199265381084,3.51201923076923,0.673784104389087,-0.169614984391259
