B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,B61,B62
-0.420502959262461,-0.114634713471351,-0.812807370882061,0.0976326135759684,0.0600689480503412,-0.160564899749043,0.0603745091312111,-0.0927626972580109,0.108312905416701,0.0597516356328676,0.0339779625428999,0.14013265139237602,0.0452040389043337,0.227461085851191,0.311254375614128,0.356909457511588,0.56453485554735,0.764482933035609,1.09849081392916,1.27430879151416,1.30652506321072,1.35418834624648,1.29808336374824,1.1786390278621202,0.9515538422156,0.84901178419572,0.7471927223222691,0.7090094300728149,0.664609542493052,0.667120480000925,0.5994464686099239,0.6050971731428989,0.595305632099952,0.582025906780578,0.549774568844984,0.47553991164499104,0.45089721003722205,0.46921682324145003,0.466506728842329,0.501454233737085,0.6717109797569231,1.06728846937546,1.4908383781248602,1.76225379953137,1.97042042018171,1.94117429496413,1.61818268558989,1.24046791205512,1.04544301963027,0.9116808994704871,0.6673678948257329,0.7292665565631801,0.7327377355302501,0.7446831642345259,0.799927219634998,0.745649444266494,0.817145745363435,0.8432080168510141,0.7626537326952021,0.644649750464792,0.764987352304398,0.7603806623248429
-0.0591492818788033,0.411260934789145,0.251813172004072,0.25939001238083803,0.47240096505761103,-0.0442970223425297,0.161629305780423,0.25432204536998804,0.33819770984421804,0.26312747931229397,0.209230219066547,0.444103213267291,0.45570858564295,0.47247021230545605,0.46085091495272895,0.5576812208916779,0.748495609234491,0.903914362579989,1.07304881596215,1.18016198306656,1.21851661697685,1.2528727767523,1.20518416017782,1.14449125683201,1.06238988296192,1.07406206549308,1.06716668392837,0.984698615732159,0.957375456541701,0.9829004601522892,0.973128335704511,0.921504987454122,0.956129696759808,0.9896959312843859,0.9190642035681559,0.9156914358721541,0.901559744006432,0.856132116569995,0.863795880125585,0.8697863893874099,1.03383877452406,1.25544846281942,1.5095036145748402,1.6570897086427099,1.6720379168396597,1.44666605158773,1.1615970886344298,0.850237234627136,0.705986528206555,0.6281820440292729,0.420052970120406,0.460764048613301,0.475728089352347,0.44749849490008103,0.439786842410935,0.434601070522632,0.49263854276088104,0.36855633277729,0.34870056811089895,0.339863916328215,0.23074829873163802,0.293526281219021
0.121527556813026,0.9371565830496421,0.429249929151761,0.7446622087954459,0.334956959388521,0.420774487283525,0.364138899078847,0.427864416683988,0.797967318699251,0.602087218778003,0.6765695697962738,0.697412014829721,0.7749898997729849,0.839983901986853,0.8722413981338821,0.959224747651859,1.11641711660877,1.2106635075776202,1.27658479969826,1.36845559996176,1.41653562100305,1.4555039157406597,1.50246161160317,1.45182119610298,1.37906428509425,1.3441224030499097,1.38714064553448,1.35687901637227,1.3699092445193402,1.3513104369955502,1.32103903955119,1.27588173948269,1.29206934316726,1.31089049604496,1.33759245625442,1.28446703725167,1.29444503003087,1.18442388060634,1.2026601562201298,1.24962892490181,1.31076002934598,1.51293055911115,1.62149503327474,1.76225379953137,1.6629960227990002,1.31733312639698,1.0239959498259399,0.7418398242304741,0.5691906286775971,0.48385535398647295,0.311066732114669,0.37273043944940704,0.399076089615077,0.401777776540936,0.47169801507635795,0.40674599227691294,0.49263854276088104,0.47238638866841703,0.39628139162633597,0.349241941993955,0.413514290743372,0.461978892958235
-0.6011797979542901,-0.114634713471351,0.251813172004072,-0.0641247852289008,-0.214819063287839,0.18823873247049802,0.262884102429635,-0.0927626972580109,0.0316846372741956,-0.00804031226027443,0.0923953813841157,0.14013265139237602,0.22765050412149698,0.18662623144214702,0.199056971110177,0.18959965469484602,0.319253850631162,0.34618864440247,0.46244086475381,0.544671026045252,0.5804553817813001,0.584190018090721,0.647788938755299,0.581053034835224,0.476542239017096,0.473927982033456,0.48539584464454705,0.488458081545339,0.478303960825731,0.45660049323335,0.444819489122509,0.44056510970106294,0.458441331711731,0.446135898612641,0.47591664190035,0.451747937362442,0.46245265962617604,0.42231799980768703,0.431451803729101,0.466923094144867,0.52259953485281,0.641452694739142,0.7722267748005059,1.0261051633107698,1.20185942672492,1.2412549351083,1.14283329697873,1.00741347970229,0.893447575709201,0.8137449312271591,0.726052792213437,0.7292665565631801,0.7147019708861859,0.712678661383124,0.799927219634998,0.875639809413182,0.9033429710547378,0.8432080168510141,0.7816860621013771,0.752497045620812,0.7884188897418,0.822948775256552
0.121527556813026,0.23596238536898,0.429249929151761,0.421147411185707,0.47240096505761103,0.537042364690038,0.46539369572805894,0.427864416683988,0.41482597798672294,0.46650332299171904,0.6181521509550579,0.5454267338922629,0.6381550508601129,0.676644484350676,0.722644858795281,0.791914944835117,0.9937766141506791,1.09911836394212,1.20025880579722,1.29784549362606,1.35052928632765,1.4149776879429798,1.4281422487468303,1.38352565404277,1.29989568456117,1.2691056426174498,1.25624220669562,1.2603878013915,1.2235262874950201,1.24605044361176,1.2050688049356297,1.18728755147555,1.1925316701576398,1.16264685077085,1.18987660236515,1.1536111786976497,1.14422418537447,1.1023509395972502,1.0858104058427,1.12301474639701,1.26815675937338,1.49312424401178,1.63082765149974,1.69533119623858,1.53640950622964,1.2184314777217,0.930176991547422,0.61176293175448,0.43239472914863897,0.31891056536613,0.21046405087860398,0.218671623412591,0.299879384072729,0.22803904677618303,0.248319806418394,0.165335314147349,0.29489196617495,0.304280583892306,0.263055085783112,0.269528723835158,0.22606199124415804,0.11544780595185099
-0.9625334753379491,0.23596238536898,0.606686686299449,0.25939001238083803,0.334956959388521,0.653310242096552,0.161629305780423,0.25432204536998804,0.108312905416701,0.330919427205435,0.326065056748979,0.292117932329834,0.41009696933865897,0.349965649078323,0.42345178011807894,0.52421926032833,0.595194981161874,0.708710361217857,0.793186838324992,0.921258259835657,0.998495501392177,0.989452296067435,1.0565454344651501,1.0591218292567401,1.03072244274868,1.02905200923361,1.05262241294628,0.998483075015126,1.0239131642800299,1.02237295767121,1.01178508057636,1.02275548803371,0.9934563241384141,1.01440320549674,1.02985109398511,0.975171371578527,0.959336991951202,0.93820505757908,0.957275680427527,0.9733798081640641,1.07644204449666,1.21583583262069,1.39751219587495,1.43720115496643,1.31036215521294,1.06627509514434,0.654974713930436,0.367868758361992,0.204401563267042,0.0611843331468439,-0.0578097657509023,-0.0102157604135353,-0.00221967371533283,-0.0874339099019198,-0.0890268760446526,-0.0667903379003096,-0.0803194868342528,-0.140705369926811,-0.0842849258795798,-0.25095170061345895,-0.261313987453798,-0.264773803402376
0.121527556813026,-0.114634713471351,-0.635370613734372,-0.22588218403377,-0.0773750576187489,-0.509368531968584,-0.5471542707640611,-0.35307625422901007,-0.19820016715332103,-0.2114161559397,-0.258109131663179,-0.265161431107511,-0.228465658921411,-0.0992177494211623,-0.0253378378977244,0.0222898518781036,0.165953222558545,0.34618864440247,0.436998866786796,0.544671026045252,0.5804553817813001,0.604453131989557,0.554889735184879,0.529831378290062,0.50820967923033,0.428917925773984,0.470851573662451,0.391966866564568,0.398458711539736,0.338183000676589,0.30307809125904495,0.276033046259227,0.271808194818702,0.297892253338529,0.26665251555721897,0.261412143102047,0.185121869491278,0.10575094162978699,0.127642452747788,0.167653217678978,0.33088481997609304,0.47309901639455,0.7628941565755141,0.9209410724221121,1.00293775783022,0.868471797793779,0.6362109222747321,0.47626616875865296,0.351330492390737,0.25705626963350103,0.16854626703024403,0.218671623412591,0.20068267853038002,0.205178687596611,0.29390719594042797,0.286040653212131,0.25432856584963104,0.12628620236465898,0.15837727404915,0.11010228751756401,0.0620412291823459,0.134699533007761
0.121527556813026,-0.6405303617318481,0.606686686299449,0.0976326135759684,-0.35226306895692894,-0.0442970223425297,-0.445899474114849,-0.17953388291501102,-0.274828435295826,-0.143624208046558,-0.14127429398074803,-0.16383791048253898,-0.0460191937042477,0.0232868138059701,0.0120612969369258,0.055751812441452005,0.135293096944022,0.20675721485809098,0.258904881017697,0.332840707038149,0.38243637775509604,0.44234822079887204,0.406251009472206,0.461535836229846,0.38153991837739604,0.36890451742802205,0.369041676787781,0.391966866564568,0.41176625308740206,0.41712799571442893,0.457705070746461,0.427908797128614,0.421114704333125,0.396721350187937,0.438987678428033,0.46364392450371705,0.42778631085931396,0.44576741152456895,0.45482175380458706,0.489943853873012,0.5332503523459611,0.6117432220900961,0.697565829000573,0.8253373534324241,0.7949741948948491,0.625021585670011,0.461082200154832,0.30825018264382803,0.234800652051254,0.19520197390087302,0.0302175803306546,0.0602111269175805,0.105994914149047,0.0405841015036872,0.0705289872824643,0.0678425402873322,0.0109481638977155,-0.10609535129643499,-0.0367041023641426,-0.0493241488000307,0.00580553933258174,0.00956330714434494
0.6635580728885129,0.0606638359488144,-0.280497099438994,0.25939001238083803,0.0600689480503412,0.420774487283525,0.46539369572805894,0.167550859712988,0.33819770984421804,0.46650332299171904,0.5013173132726261,0.49476497357977706,0.592543434555822,0.71747933875972,0.68524572396063,0.791914944835117,0.717835483619968,0.6808240753089809,0.793186838324992,0.8035747492761551,0.7784743858075049,0.82734738487675,0.870747027324308,0.9054568596212529,0.9515538422156,0.969038600887644,0.9944453290178961,1.0949742899959,1.13037349666136,1.127632951055,1.12775531519193,1.1493186137581999,1.1552050427790401,1.19970776208938,1.22680556583747,1.23688308868657,1.2828895804419198,1.31339564504918,1.3311948816353,1.2611393047658799,1.24685512438707,1.1663200448722801,1.05220532155025,0.873139212927268,0.550843055796808,0.0924742466492678,-0.22066889666906603,-0.45595156065263504,-0.580908230325126,-0.665603641711542,-0.678192966706636,-0.639656065935382,-0.660525083223646,-0.72295189509404,-0.6998978956399,-0.674959546265174,-0.6989113417953711,-0.729075686643198,-0.745658372744157,-0.668273842738927,-0.6830816613270301,-0.6931247303963779
0.482881234196684,-0.289933262891517,0.429249929151761,0.582904809990576,0.47240096505761103,0.304506609877011,0.46539369572805894,0.427864416683988,0.41482597798672294,0.398711375098577,0.5013173132726261,0.5454267338922629,0.45570858564295,0.5541399211235439,0.64784658912598,0.691529063145072,0.8711361116925849,0.959686934397741,1.04760681799513,1.06247847250706,1.15251028230145,1.13129409335928,1.14944463803557,1.12741737131696,1.09405732317515,1.01404865714712,1.00898959999999,0.970914156449192,0.9839905396370329,1.02237295767121,0.973128335704511,0.908848674881673,0.956129696759808,0.927927745753506,0.9190642035681559,0.868107487307055,0.8553379456506149,0.797508587277791,0.782001054861385,0.7892137303389009,0.8953781471130929,1.01777268162705,1.18286197670014,1.1695107417953001,1.13856616844024,0.769570149118498,0.48610058902910297,0.29741044160416197,0.250000196443361,0.13850220281263,-0.032659095441886,0.0382027246266068,0.0654144436999048,0.0360120296677727,0.00214790299941418,0.0214174098778005,0.03630028910104,-0.0220424489083794,-0.0938010905826672,-0.0821472386301237,-0.0598027654921431,-0.125198782247027
